GR,time
69.43133876,93
69.23353653,94
69.12869214,95
69.36000323,96
69.79260679,97
70.13141186,98
70.1205147,99
69.92084996,100
69.79191663,101
69.70168393,102
69.33381935,103
68.67589749,104
68.08889071,105
67.75566795,106
68.27550337,107
69.52726468,108
70.63953979,109
71.49582573,110
71.82158183,111
71.60392965,112
71.36062449,113
71.38446281,114
71.58580238,115
71.3951411,116
70.42220069,117
69.15353844,118
68.2372419,119
68.35359199,120
69.69823381,121
71.68674882,122
73.84321445,123
75.36626038,124
75.17578544,125
74.35817903,126
73.8080391,127
74.20295845,128
75.15974301,129
75.95500805,130
75.98076102,131
74.94191672,132
73.89849082,133
72.97518056,134
72.00128,135
70.82439114,136
70.2031882,137
69.96350622,138
69.8815121,139
69.84199236,140
69.82170101,141
69.91364906,142
70.3790766,143
71.60153693,144
72.46730949,145
72.67093004,146
72.25463933,147
71.10224336,148
70.31378851,149
70.06656404,150
69.97318253,151
69.60097394,152
68.9621548,153
68.27765854,154
67.81089007,155
68.01432658,156
68.73826019,157
69.75684563,158
71.07422404,159
73.02917255,160
74.50208152,161
74.94819681,162
74.81049138,163
74.17996,164
73.7208084,165
73.71988039,166
73.71125567,167
73.30716143,168
72.87276957,169
72.89619904,170
73.25287853,171
73.67650314,172
73.70951755,173
73.27540686,174
72.65934989,175
72.04133702,176
71.4157913,177
70.46090842,178
68.96852113,179
67.59958809,180
67.34068276,181
67.64210813,182
68.26389963,183
68.94769334,184
69.38246954,185
69.91534873,186
70.89673285,187
72.20580804,188
72.87452465,189
72.97183361,190
72.23069919,191
70.66223519,192
69.4739938,193
68.58704316,194
67.83776367,195
67.02587618,196
66.45829686,197
66.0566794,198
65.94967961,199
66.25701109,200
66.4375173,201
66.39511135,202
66.55154612,203
67.78090843,204
69.75650583,205
72.07486562,206
74.0542662,207
74.82483288,208
73.89920633,209
72.16772892,210
70.33898205,211
68.66887186,212
68.18133791,213
68.54205469,214
69.36223978,215
70.67260213,216
71.40677079,217
71.45704642,218
71.02422908,219
69.89224083,220
68.72460919,221
67.76660897,222
66.96231948,223
66.40861163,224
66.32406116,225
66.42992775,226
66.24220973,227
65.4113751,228
64.73537654,229
64.90567344,230
65.99941891,231
68.31791787,232
70.18675179,233
70.50773971,234
69.91446851,235
68.60656336,236
67.68672313,237
67.80300057,238
68.32144112,239
69.0325258,240
69.62835729,241
69.87432269,242
69.9222568,243
69.51818976,244
68.60077058,245
67.4537415,246
65.92816852,247
63.63095169,248
61.33992315,249
60.65311703,250
61.09908702,251
62.48571939,252
63.8555806,253
63.86457366,254
63.27500338,255
62.94855025,256
63.45526024,257
64.46840789,258
65.31882184,259
65.15483345,260
63.63877924,261
62.00684766,262
60.85985736,263
60.83785752,264
62.3559181,265
64.23030051,266
66.06820399,267
67.76771771,268
69.25207383,269
69.79768,270
69.80540022,271
