GR,time
74.17293132,1462
73.26116392,1463
71.47600289,1464
69.91378922,1465
69.66079437,1466
70.36495819,1467
71.81404144,1468
74.0848828,1469
75.9796,1470
76.86837982,1471
77.46439427,1472
78.23754156,1473
79.10294076,1474
79.70875255,1475
79.97904021,1476
80.07101984,1477
79.80297965,1478
79.2710258,1479
78.59936223,1480
77.81889725,1481
76.79054473,1482
75.71388484,1483
75.13381618,1484
75.1484677,1485
75.26952481,1486
74.96790056,1487
74.08235062,1488
72.92420692,1489
71.77974057,1490
70.86080331,1491
70.51189415,1492
70.85305232,1493
71.55386978,1494
72.18520841,1495
72.59574348,1496
72.90248214,1497
73.38723627,1498
74.18809613,1499
75.454,1500
77.84852657,1501
80.50155556,1502
82.38215478,1503
83.61198485,1504
83.51194496,1505
81.31011412,1506
78.10872654,1507
75.15354192,1508
72.70880784,1509
71.31535075,1510
71.05858755,1511
71.45104742,1512
71.97561538,1513
72.696032,1514
73.97072,1515
75.31553184,1516
76.34432066,1517
77.14894267,1518
77.85416971,1519
78.48554977,1520
79.04992534,1521
79.57683044,1522
79.81969627,1523
78.75084534,1524
76.5885518,1525
74.13842846,1526
71.82978108,1527
69.9753829,1528
69.11544802,1529
69.47328,1530
70.48652659,1531
71.4659341,1532
71.99111251,1533
71.92651269,1534
71.49547761,1535
71.06053343,1536
71.07043796,1537
72.04584179,1538
73.44561333,1539
74.59945357,1540
75.30931603,1541
75.02364601,1542
73.75592318,1543
72.52867209,1544
71.92488,1545
71.98909769,1546
73.26875684,1547
74.96919256,1548
76.21017945,1549
76.97323992,1550
77.42784341,1551
77.42700689,1552
77.01308794,1553
76.29704099,1554
75.39050043,1555
74.24544616,1556
73.25118047,1557
72.80767043,1558
72.75877231,1559
72.7828,1560
72.71067775,1561
72.36817308,1562
71.65374988,1563
70.6049004,1564
68.82301971,1565
66.53180185,1566
64.98135732,1567
64.36276108,1568
64.29334779,1569
65.11055726,1570
66.20014179,1571
66.76138656,1572
66.65861784,1573
65.85585552,1574
64.4028,1575
63.49498799,1576
63.53673908,1577
64.17641513,1578
65.29211077,1579
66.37113929,1580
66.83980094,1581
66.94973789,1582
67.12769248,1583
67.59799701,1584
68.19674336,1585
68.78915124,1586
69.37982733,1587
70.08267136,1588
70.82318303,1589
71.2430645,1590
71.34213952,1591
71.31334724,1592
71.3353928,1593
71.55789928,1594
71.98607792,1595
72.477794,1596
72.88030131,1597
73.0929835,1598
73.09696832,1599
73.02137705,1600
73.00456204,1601
73.25695534,1602
73.80713249,1603
74.48884747,1604
75.2812903,1605
76.26765114,1606
77.61610517,1607
78.5988135,1608
78.76808803,1609
78.28651211,1610
77.12059444,1611
75.37785366,1612
74.18502397,1613
73.73198594,1614
73.7825806,1615
74.27152975,1616
74.66908351,1617
74.44116478,1618
73.68676577,1619
72.57904,1620
71.09462459,1621
70.02842149,1622
69.56700451,1623
69.51730118,1624
70.03723331,1625
70.94143733,1626
71.42416954,1627
71.17389157,1628
70.02492773,1629
67.59571835,1630
65.48410779,1631
64.62573156,1632
64.71761419,1633
65.62739457,1634
67.18683335,1635
68.41943535,1636
69.27758914,1637
69.93113205,1638
70.3045184,1639
70.26866328,1640
69.90256305,1641
69.41126767,1642
68.840478,1643
68.1260975,1644
67.52373162,1645
67.03876145,1646
66.55443141,1647
65.99239432,1648
65.49449062,1649
65.22972687,1650
65.03230708,1651
64.55178446,1652
63.43844684,1653
62.44288931,1654
62.11582108,1655
62.56196027,1656
64.06037253,1657
66.23705613,1658
67.56642506,1659
67.866609,1660
67.28886176,1661
65.75403642,1662
64.34055951,1663
63.82918539,1664
63.97844479,1665
64.62979708,1666
65.68151325,1667
66.39698378,1668
66.74790747,1669
66.98589305,1670
67.27798386,1671
67.52773525,1672
67.54359964,1673
67.25908941,1674
66.51704619,1675
65.13999556,1676
64.01361005,1677
63.51387972,1678
63.76114064,1679
65.2571637,1680
67.6683072,1681
69.59598238,1682
71.06219006,1683
72.49363286,1684
74.22627759,1685
75.65627898,1686
76.48087222,1687
76.94270187,1688
77.17262097,1689
77.30565239,1690
77.63828248,1691
78.24609197,1692
78.99392417,1693
79.64298045,1694
79.80423383,1695
79.32678359,1696
78.35216761,1697
76.71523024,1698
74.37510273,1699
72.66029957,1700
71.78310956,1701
71.49827759,1702
71.68284964,1703
71.90226115,1704
71.6037048,1705
70.77448508,1706
69.20951159,1707
66.67882538,1708
64.54122328,1709
63.42703133,1710
63.52506642,1711
65.85690524,1712
70.4214961,1713
74.82471215,1714
78.62266209,1715
81.53177945,1716
82.97123201,1717
82.66382962,1718
81.17589632,1719
79.48642931,1720
78.24576579,1721
77.82267705,1722
78.08324741,1723
78.44403438,1724
78.44389547,1725
77.96630948,1726
77.49962846,1727
77.65628456,1728
78.40566768,1729
79.60729158,1730
80.84446266,1731
