GR,time
75.47501872,284
76.8107709,285
78.19744004,286
79.51997358,287
80.6569016,288
81.4696749,289
81.9807933,290
81.95419388,291
80.91779048,292
79.77959914,293
78.8982328,294
78.47886549,295
78.32404366,296
78.925686,297
80.18858947,298
81.26109848,299
82.55547541,300
82.88422299,301
80.81829896,302
78.22234895,303
75.66475551,304
73.4365366,305
76.4315455,306
80.00131302,307
83.10913976,308
85.03115744,309
85.58548809,310
84.83679629,311
83.16020943,312
81.7412697,313
80.42242171,314
79.5360165,315
78.38715911,316
77.90955902,317
77.26194661,318
77.10129606,319
77.16920738,320
77.28864917,321
76.19948042,322
72.71121245,323
70.5828197,324
69.4478794,325
69.23058638,326
69.34751957,327
70.67774634,328
73.61773929,329
76.3913389,330
78.29244121,331
79.5460605,332
79.5664426,333
78.68517572,334
78.27084253,335
78.12881815,336
79.37001951,337
82.40688953,338
84.62514134,339
85.45886737,340
84.84752505,341
83.7307213,342
81.46986786,343
76.60380362,344
71.79327705,345
69.16346674,346
68.96269959,347
69.77981451,348
70.98192162,349
72.53915177,350
74.991459,351
76.52120868,352
76.55334787,353
75.47405989,354
74.86492816,355
74.66864264,356
75.51233216,357
77.67749741,358
79.64714131,359
80.4656694,360
80.36439409,361
79.655104,362
78.81847237,363
78.33880203,364
78.78655863,365
79.8183829,366
80.51857681,367
80.58902134,368
79.683541,369
78.39636454,370
77.29383204,371
76.45001953,372
75.62584584,373
74.42282525,374
73.61400899,375
73.28921993,376
74.2045201,377
77.2512951,378
79.78344739,379
81.47199003,380
83.02314607,381
84.06148493,382
85.14025995,383
85.52097087,384
84.78158241,385
82.10145667,386
79.2820992,387
77.15327613,388
75.22812519,389
73.99611799,390
73.12481799,391
72.37539937,392
71.98904389,393
72.80769843,394
74.31146395,395
75.8112975,396
77.17746314,397
78.22321267,398
78.88686038,399
79.63345397,400
80.27103565,401
80.21358581,402
79.69973579,403
79.27143794,404
79.472,405
80.52069337,406
81.92250279,407
82.88250859,408
83.83788723,409
84.15205267,410
83.61822406,411
83.38736559,412
83.51380745,413
83.9266557,414
84.50432179,415
84.73856478,416
84.08339466,417
82.43313073,418
79.86368655,419
78.71070826,420
77.87043825,421
77.46571736,422
76.9632623,423
74.27094387,424
70.98202638,425
69.71405025,426
69.68139428,427
71.71839179,428
74.78793057,429
76.68042499,430
77.22944381,431
75.5845902,432
72.75104287,433
70.88506331,434
69.84587477,435
69.53062487,436
69.49972361,437
69.45391186,438
69.29173018,439
69.45903137,440
