depth,GR
2742.194,69.56
2742.319,69.79
2742.444,70.28
2742.569,70.33
2742.694,70.29
2742.819,70.92
2742.944,73.64
2743.068,76.18
2743.193,77.51
2743.318,78.33
2743.443,79.14
2743.568,79.47
2743.693,78.91
2743.818,77.38
2743.943,72.92
2744.068,68.85
2744.193,66.66
2744.318,65.55
2744.443,65.27
2744.568,65.02
2744.693,64.53
2744.818,64.27
2744.942,66.16
2745.067,69.17
2745.192,72.14
2745.317,74.81
2745.442,77.55
2745.567,79.06
2745.692,79.59
2745.817,79.86
2745.942,79.34
2746.067,78.47
2746.192,77.75
2746.317,77.31
2746.442,77.32
2746.567,77.53
2746.691,77.56
2746.816,77.24
2746.941,76.36
2747.066,75.72
2747.191,75.4
2747.316,75.03
2747.441,74.21
2747.566,73.45
2747.691,73.07
2747.816,73.2
2747.941,75
2748.066,76.89
2748.191,78.12
2748.316,78.84
2748.441,79.07
2748.565,79.23
2748.69,79.51
2748.815,79.68
2748.94,78.59
2749.065,77.05
2749.19,75.99
2749.315,75.78
2749.44,77.41
2749.565,78.78
2749.69,78.99
2749.815,78.48
2749.94,77.58
2750.065,77.52
2750.19,78.16
2750.314,78.78
2750.439,78.71
2750.564,78.17
2750.689,77.5
2750.814,76.67
2750.939,74.86
2751.064,73.4
2751.189,72.55
2751.314,72.02
2751.439,71.62
2751.564,71.47
2751.689,71.61
2751.814,72.08
2751.939,73.64
2752.064,74.93
2752.188,75.54
2752.313,75.72
2752.438,75.9
2752.563,76.26
2752.688,76.59
2752.813,76.65
2752.938,75.72
2753.063,74.54
2753.188,73.71
2753.313,73.55
2753.438,75.01
2753.563,76.61
2753.688,77.85
2753.813,78.64
2753.938,78.43
2754.063,78.02
2754.188,77.97
2754.313,78.16
2754.437,77.8
2754.562,76.42
2754.687,73.98
2754.812,70.88
2754.937,65.96
2755.062,62.96
2755.187,61.57
2755.312,60.82
2755.437,60.98
2755.562,61.47
2755.687,61.82
2755.812,61.87
2755.937,61.34
2756.062,61.56
2756.187,63
2756.311,65.35
2756.436,68.89
2756.561,70.06
2756.686,69.4
2756.811,68.32
2756.936,67.75
2757.061,68.32
2757.186,69.15
2757.311,69.23
2757.436,65.95
2757.561,62.13
2757.686,58.78
2757.811,56.28
2757.936,56.01
2758.06,57.82
2758.185,60.52
2758.31,63.4
2758.435,67.75
2758.56,70.37
2758.685,71.61
2758.81,72.09
2758.935,70.65
2759.06,68.61
2759.185,66.71
2759.31,65.53
2759.435,66.66
2759.56,68.51
2759.685,69.88
2759.81,70.32
2759.934,69.37
2760.059,68.94
2760.184,69.5
2760.309,70.7
2760.434,72.8
2760.559,73.93
2760.684,74.6
2760.809,75.5
2760.934,77.77
2761.059,79.39
2761.184,80.27
2761.309,80.47
2761.434,78.47
2761.559,76.05
2761.683,73.85
2761.808,72.38
2761.933,73.36
2762.058,75.52
2762.183,77.71
2762.308,79.11
2762.433,79.11
2762.558,79.09
2762.683,79.98
2762.808,81.72
2762.933,83.61
2763.058,82.77
2763.183,80.03
2763.308,77.01
2763.433,75.33
2763.557,76.17
2763.682,77.57
2763.807,78.1
2763.932,76.22
2764.057,74.45
2764.182,73.44
2764.307,73.17
2764.432,73.67
2764.557,74.07
2764.682,74.37
2764.807,74.89
2764.932,76.79
2765.057,78.13
2765.182,78.55
2765.307,77.69
2765.431,72.74
2765.556,68.85
2765.681,66.4
2765.806,65.41
2765.931,66.59
2766.056,67.56
2766.181,67.82
2766.306,67.49
2766.431,67.05
2766.556,67.84
2766.681,69.79
2766.806,72.35
2766.931,75.92
2767.056,77.47
2767.18,78.45
2767.305,79.97
2767.43,84.19
2767.555,86.29
2767.68,86.1
2767.805,83.86
2767.93,76.9
2768.055,72.98
2768.18,71.69
2768.305,72.28
2768.43,76.5
2768.555,79.51
2768.68,81.15
2768.805,81.28
2768.93,76.65
2769.054,71.54
2769.179,65.93
2769.304,60.05
2769.429,51.44
2769.554,47.21
2769.679,44.78
2769.804,42.74
2769.929,39.38
2770.054,37.39
2770.179,35.95
2770.304,34.76
2770.429,32.99
2770.554,31.89
2770.679,31.03
2770.803,30.26
2770.928,29.39
2771.053,29.29
2771.178,29.75
2771.303,30.57
2771.428,31.7
2771.553,31.87
2771.678,31.8
2771.803,32.07
2771.928,34.5
2772.053,36.66
2772.178,38.35
2772.303,39.19
2772.428,37.82
2772.553,36.3
2772.677,35.1
2772.802,34.44
2772.927,34.99
2773.052,36.12
2773.177,37.81
2773.302,39.94
2773.427,43.37
2773.552,44.16
2773.677,43.27
2773.802,41.62
2773.927,39.21
2774.052,38.42
2774.177,38.01
2774.302,37.43
2774.427,36.36
2774.552,36.23
2774.677,36.74
2774.802,37.56
2774.926,38.52
2775.051,38.43
2775.176,37.86
2775.301,37.23
2775.426,36.54
2775.551,36.55
2775.676,37.04
2775.801,37.8
2775.926,38.83
2776.051,38.76
2776.176,38.07
2776.301,37.1
2776.426,36
2776.551,36.32
2776.675,37.39
2776.8,38.61
2776.925,40.22
2777.05,40.91
2777.175,41.43
2777.3,41.87
2777.425,42.6
2777.55,43.37
2777.675,44.64
2777.8,46.6
2777.925,51.56
2778.05,54.46
2778.175,56.88
2778.3,59.53
2778.425,66.24
2778.549,70.78
2778.674,74.33
2778.799,76.65
2778.924,77.49
2779.049,77.44
2779.174,77.72
2779.299,78.48
2779.424,80.16
2779.549,80.5
2779.674,79.9
2779.799,78.66
2779.924,75.68
2780.049,73.92
2780.174,72.42
2780.298,71.18
2780.423,70.41
2780.548,71.05
2780.673,72.42
2780.798,73.82
2780.923,74.49
2781.048,73.8
2781.173,72.84
2781.298,72.24
2781.423,72.28
2781.548,72.39
2781.673,72.16
2781.798,71.6
2781.923,71.01
2782.048,71.56
2782.172,73.16
2782.297,76
2782.422,83.28
2782.547,86.53
2782.672,87.85
2782.797,87.81
2782.922,86.25
2783.047,85.73
2783.172,85.67
2783.297,86.05
2783.422,89.39
2783.547,93.24
2783.672,97.85
2783.797,101.7
2783.922,100.51
2784.046,94.67
2784.171,86.29
2784.296,77.36
2784.421,63.96
2784.546,59.32
2784.671,57.1
2784.796,56.22
2784.921,57.54
2785.046,59.66
2785.171,62.71
2785.296,66.6
2785.421,74.84
2785.546,78.68
2785.671,81.05
2785.795,81.94
2785.92,80.68
2786.045,79.69
2786.17,78.97
2786.295,78.61
2786.42,80.43
2786.545,83.62
2786.67,88.37
2786.795,93.88
2786.92,101.68
2787.045,102.4
2787.17,100.49
2787.295,97.32
2787.42,91.38
2787.545,89.2
2787.669,87.89
2787.794,87.09
2787.919,85.62
2788.044,83.84
2788.169,81
2788.294,77.1
2788.419,67.45
2788.544,61.98
2788.669,56.98
2788.794,52.55
2788.919,46.91
2789.044,46.27
2789.169,47.75
2789.294,50.96
2789.418,59.93
2789.543,64.47
2789.668,67.84
2789.793,70.15
2789.918,73.33
2790.043,75.32
2790.168,77.9
2790.293,81
2790.418,86.98
2790.543,89.66
2790.668,91.85
2790.793,93.5
2790.918,93.95
2791.043,92.35
2791.168,89.64
2791.292,86.33
2791.417,81.48
2791.542,81.07
2791.667,82.34
2791.792,84.88
2791.917,90.99
2792.042,92.84
2792.167,93.04
2792.292,91.7
2792.417,86.19
2792.542,83.28
2792.667,80.9
2792.792,78.74
2792.917,73.46
2793.042,69.71
2793.167,65.27
2793.292,60.24
2793.417,50.69
2793.541,47.79
2793.666,47.54
2793.791,50.59
2793.916,64.32
2794.041,71.8
2794.166,77.18
2794.291,79.65
2794.416,77.52
2794.541,75.6
2794.666,74.96
2794.791,76.12
2794.916,82.81
2795.041,87.48
2795.166,92.27
2795.291,96.62
2795.415,102.19
2795.54,102.79
2795.665,101.73
2795.79,99.19
2795.915,92.22
2796.04,89.1
2796.165,86.99
2796.29,86.21
2796.415,87.89
2796.54,89.45
2796.665,91.03
2796.79,92.69
2796.915,96.71
2797.04,98.91
2797.164,100.56
2797.289,100.9
2797.414,96.82
2797.539,92.71
2797.664,87.68
2797.789,81.87
2797.914,69.7
2798.039,63.89
2798.164,59.02
2798.288,55.55
2798.413,53.72
2798.538,54.97
2798.663,57.05
2798.788,59.62
2798.913,64.8
2799.037,66.92
2799.162,68.16
2799.287,68.13
2799.412,64.73
2799.537,61.8
2799.662,58.59
2799.786,55.04
2799.911,47.3
2800.036,42.88
2800.161,38.84
2800.286,35.81
2800.411,33.87
2800.535,34.3
2800.66,35.07
2800.785,35.92
2800.91,37.65
2801.035,38.68
2801.16,39.58
2801.284,39.98
2801.409,38.9
2801.534,37.64
2801.659,36.27
2801.784,35
2801.909,33.35
2802.033,32.71
2802.158,32.1
2802.283,31.49
2802.408,30.94
2802.533,31.44
2802.658,32.36
2802.782,33.35
2802.907,33.92
2803.032,33.22
2803.157,32.26
2803.282,31.58
2803.407,32.08
2803.531,33.27
2803.656,34.58
2803.781,35.71
2803.906,36.67
2804.031,36.82
2804.156,37.01
2804.281,37.3
2804.405,37.79
2804.53,38.03
2804.655,38.29
2804.78,38.59
2804.905,39.18
2805.03,39.34
2805.154,39.37
2805.279,39.38
2805.404,39.41
2805.529,39.34
2805.654,39.04
2805.779,38.35
2805.903,36.67
2806.028,35.85
2806.153,35.37
2806.278,35.47
2806.403,36.41
2806.528,36.72
2806.652,36.72
2806.777,36.59
2806.902,36.84
2807.027,37.58
2807.152,38.74
2807.277,40.43
2807.401,43.84
2807.526,45.91
2807.651,48.06
2807.776,50.36
2807.901,54.37
2808.026,56.71
2808.15,59.25
2808.275,62.03
2808.4,66.46
2808.525,68.92
2808.65,71.76
2808.775,75.46
2808.899,82.42
2809.024,85.05
2809.149,85.8
2809.274,83.8
2809.399,76.19
2809.524,71.42
2809.648,67.45
2809.773,64.78
2809.898,62.89
2810.023,62.13
2810.148,60.92
2810.273,59.1
2810.397,56.05
2810.522,55.23
2810.647,55.1
2810.772,55.59
2810.897,57.14
2811.022,58.25
2811.146,59.37
2811.271,60.37
2811.396,60.93
2811.521,60.24
2811.646,58.9
2811.771,56.75
2811.896,52.64
2812.02,50.63
2812.145,49.25
2812.27,48.82
2812.395,49.7
2812.52,50.83
2812.645,52
2812.769,52.83
2812.894,52.75
2813.019,51.7
2813.144,50.38
2813.269,48.94
2813.394,47.49
2813.518,47.97
2813.643,49.36
2813.768,51.79
2813.893,56.05
2814.018,57.43
2814.143,57.61
2814.267,56.07
2814.392,51.51
2814.517,48.23
2814.642,44.93
2814.767,42.37
2814.892,41.74
2815.016,44.35
2815.141,48.75
2815.266,55.42
2815.391,66.41
2815.516,71.08
2815.641,74.52
2815.765,77.3
2815.89,80.67
2816.015,81.76
2816.14,82.07
2816.265,81.17
2816.39,78.38
2816.514,77.13
2816.639,76.75
2816.764,77.61
2816.889,80.09
2817.014,81.13
2817.139,81.51
2817.263,80.9
2817.388,78.8
2817.513,77.77
2817.638,77.31
2817.763,77.52
2817.888,78.5
2818.012,79.16
2818.137,79.8
2818.262,80.59
2818.387,81.99
2818.512,82.72
2818.637,82.96
2818.761,82.18
2818.886,79.69
2819.011,78.08
2819.136,76.94
2819.261,77.49
2819.386,81.85
2819.51,86.61
2819.635,92.11
2819.76,97.9
2819.885,104.17
2820.01,105.55
2820.135,105.99
2820.26,105.57
2820.384,103.68
2820.509,101.34
2820.634,97.91
2820.759,92.62
2820.884,84.21
2821.009,80.61
2821.133,78.42
2821.258,78
2821.383,79.49
2821.508,80.49
2821.633,80.94
2821.758,80.9
2821.882,80.87
2822.007,81.33
2822.132,81.78
2822.257,81.84
2822.382,81.35
2822.507,81.29
2822.631,81.82
2822.756,83.08
2822.881,85
2823.006,85.85
2823.131,86.85
2823.256,88.68
2823.38,91.95
2823.505,93.44
2823.63,94.11
2823.755,93.19
2823.88,89.65
2824.005,86.36
2824.129,82.8
2824.254,79.43
2824.379,77.15
2824.504,78.46
2824.629,81.1
2824.754,85.11
2824.878,90.44
2825.003,91.99
2825.128,92.23
2825.253,91.06
2825.378,88.85
2825.503,88.54
2825.627,89.34
2825.752,91.4
2825.877,94.28
2826.002,94.87
2826.127,94.55
2826.252,92.66
2826.376,88.3
2826.501,84.82
2826.626,81.17
2826.751,77.5
2826.876,74.23
2827.001,74.1
2827.125,74.5
2827.25,74.29
2827.375,72.44
2827.5,70.6
2827.625,69.3
2827.75,70.24
2827.875,74.82
2828,78.65
2828.124,81.7
2828.249,82.87
2828.374,81.62
2828.499,79.77
2828.624,78.14
2828.749,77.26
2828.873,77.37
2828.998,78.14
2829.123,79.02
2829.248,79.54
2829.373,79.27
2829.498,78.8
2829.622,78.88
2829.747,80.22
2829.872,82.86
2829.997,84.09
2830.122,84.91
2830.246,85.48
2830.371,85.79
2830.496,85.45
2830.621,84.71
2830.746,83.43
2830.871,81.78
2830.995,81.17
2831.12,80.72
2831.245,80.06
2831.37,79.22
2831.495,79.35
2831.62,80.27
2831.744,82.77
2831.869,86.86
2831.994,88.58
2832.119,89.1
2832.244,88.07
2832.369,86.07
2832.493,85.67
2832.618,86.01
2832.743,87
2832.868,88.16
2832.993,88.02
2833.118,87.23
2833.242,85.54
2833.367,83.11
2833.492,82.26
2833.617,82.45
2833.742,84.49
2833.867,88.13
2833.991,89.79
2834.116,90.6
2834.241,90.39
2834.366,89.33
2834.491,88.43
2834.616,87.34
2834.74,85.81
2834.865,84.26
2834.99,84.18
2835.115,84.44
2835.24,84.39
2835.365,83.5
2835.49,82.21
2835.615,80.47
2835.739,77.3
2835.864,72.47
2835.989,69.71
2836.114,67.96
2836.239,68.23
2836.364,70.83
2836.488,73.24
2836.613,75.22
2836.738,76.42
2836.863,77.07
2836.988,77.68
2837.113,78.76
2837.237,80.09
2837.362,80.85
2837.487,79.99
2837.612,78.7
2837.737,77.43
2837.862,76.54
2837.986,76.23
2838.111,75.71
2838.236,75.02
2838.361,74.56
2838.486,74.83
2838.61,75.35
2838.735,76.05
2838.86,76.61
2838.985,76.59
2839.11,76.62
2839.235,77.31
2839.359,78.62
2839.484,79.2
2839.609,79.27
2839.734,78.73
2839.859,78.24
2839.984,79.03
2840.108,80.37
2840.233,81.36
2840.358,81.02
2840.483,79.53
2840.608,77.95
2840.733,77.1
2840.857,77.48
2840.982,78.28
2841.107,78.57
2841.232,77.39
2841.357,74.96
2841.482,73.74
2841.606,73.53
2841.731,75.03
2841.856,77.46
2841.981,78.16
2842.106,77.9
2842.231,76.57
2842.355,75.05
2842.48,74.98
2842.605,75.24
2842.73,74.84
2842.855,73.27
2842.98,71.49
2843.104,69.47
2843.229,66.44
2843.354,62.75
2843.479,60.83
2843.604,59.7
2843.729,59.89
2843.854,60.8
2843.979,60.56
2844.103,59.13
2844.228,55.6
2844.353,51.18
2844.478,49.42
2844.603,49.07
2844.728,51.94
2844.852,57.71
2844.977,62.32
2845.102,66.4
2845.227,69.9
2845.352,72.27
2845.477,72.66
2845.601,72.68
2845.726,72.14
2845.851,71.11
2845.976,70.21
2846.101,69.34
2846.226,68.42
2846.35,67.52
2846.475,66.96
2846.6,66.33
2846.725,65.33
2846.85,64.08
2846.975,63.04
2847.099,61.58
2847.224,58.26
2847.349,53.56
2847.474,50.31
2847.599,47.62
2847.724,46.74
2847.848,48.84
2847.973,53.36
2848.098,59.43
2848.223,67.77
2848.348,75.35
2848.472,77.31
2848.597,77.54
2848.722,75.65
2848.847,72.61
2848.972,70.71
2849.097,69.52
2849.221,70.16
2849.346,72.58
2849.471,74.96
2849.596,77.11
2849.721,78.69
2849.846,79.05
2849.97,77.84
2850.095,75.8
2850.22,72.37
2850.345,68.88
2850.47,67.4
2850.595,66.26
2850.719,64.99
2850.844,64.03
2850.969,64.13
2851.094,64.65
2851.219,65.47
2851.344,66.16
2851.469,66.56
2851.594,67.31
2851.718,69.19
2851.843,71.41
2851.968,72.48
2852.093,73.36
2852.218,74.95
2852.343,76.98
2852.467,78.18
2852.592,78.71
2852.717,76.93
2852.842,73.29
2852.967,70.33
2853.092,68.2
2853.216,68.13
2853.341,70.1
2853.466,72.55
2853.591,74.87
2853.716,76.95
2853.841,78.06
2853.965,77.62
2854.09,76.36
2854.215,73.64
2854.34,71
2854.465,70.31
2854.59,70.22
2854.714,69.5
2854.839,67.43
2854.964,64.69
2855.089,61.81
2855.214,59.11
2855.339,57.54
2855.463,57.48
2855.588,57.79
2855.713,59.05
2855.838,60.85
2855.963,62.18
2856.088,63.27
2856.212,64.16
2856.337,64.69
2856.462,64.82
2856.587,64.87
2856.712,64.59
2856.836,64.19
2856.961,64.24
2857.086,64.79
2857.211,66.21
2857.336,67.75
2857.461,68.67
2857.585,69.42
2857.71,70.25
2857.835,71.14
2857.96,71.9
2858.085,72.81
2858.21,74.77
2858.334,76.74
2858.459,77.04
2858.584,76.16
2858.709,73.72
2858.834,71.49
2858.959,70.94
2859.083,70.87
2859.208,70.31
2859.333,69.09
2859.458,67.83
2859.583,66.63
2859.708,65.41
2859.833,64.98
2859.958,65.96
2860.082,67.91
2860.207,71.42
2860.332,74.14
2860.457,74.25
2860.582,73.22
2860.707,71.09
2860.831,69.62
2860.956,69.94
2861.081,71.14
2861.206,73.64
2861.331,75.94
2861.456,76.93
2861.58,77.63
2861.705,78.6
2861.83,79.51
2861.955,79.92
2862.08,80.09
2862.205,79.8
2862.329,79.17
2862.454,78.37
2862.579,77.38
2862.704,76.06
2862.829,75.18
2862.954,75.14
2863.078,75.29
2863.203,74.83
2863.328,73.64
2863.453,72.29
2863.578,71.07
2863.703,70.49
2863.827,70.84
2863.952,71.67
2864.077,72.34
2864.202,72.73
2864.327,73.14
2864.452,73.96
2864.576,75.23
2864.701,78.03
2864.826,81.04
2864.951,82.92
2865.076,83.96
2865.201,82.25
2865.325,78.66
2865.45,75.19
2865.575,72.39
2865.7,71.09
2865.825,71.18
2865.95,71.76
2866.074,72.41
2866.199,73.82
2866.324,75.39
2866.449,76.52
2866.574,77.41
2866.698,78.18
2866.823,78.86
2866.948,79.49
2867.073,79.93
2867.198,78.6
2867.323,75.93
2867.448,73.13
2867.573,70.62
2867.697,69.14
2867.822,69.34
2867.947,70.53
2868.072,71.64
2868.197,72.07
2868.322,71.74
2868.446,71.18
2868.571,70.91
2868.696,71.95
2868.821,73.6
2868.946,74.86
2869.071,75.46
2869.195,74.39
2869.32,72.79
2869.445,71.93
2869.57,71.89
2869.695,73.56
2869.82,75.48
2869.944,76.61
2870.069,77.34
2870.194,77.5
2870.319,77.08
2870.444,76.25
2870.569,75.17
2870.693,73.77
2870.818,72.91
2870.943,72.75
2871.068,72.79
2871.193,72.74
2871.318,72.32
2871.442,71.42
2871.567,70.05
2871.692,67.35
2871.817,65.19
2871.942,64.36
2872.067,64.22
2872.191,65.37
2872.316,66.55
2872.441,66.83
2872.566,66.32
2872.691,64.59
2872.816,63.42
2872.94,63.55
2873.065,64.38
2873.19,65.88
2873.315,66.75
2873.44,66.92
2873.565,67.06
2873.689,67.61
2873.814,68.31
2873.939,68.98
2874.064,69.68
2874.189,70.62
2874.314,71.22
2874.438,71.35
2874.563,71.3
2874.688,71.34
2874.813,71.7
2874.938,72.27
2875.063,72.8
2875.188,73.1
2875.312,73.1
2875.437,73
2875.562,73
2875.687,73.48
2875.812,74.21
2875.937,75.08
2876.061,76.12
2876.186,77.8
2876.311,78.8
2876.436,78.69
2876.561,77.89
2876.686,75.82
2876.81,74.24
2876.935,73.69
2877.06,73.77
2877.185,74.51
2877.31,74.72
2877.435,74.05
2877.559,72.97
2877.684,71.16
2877.809,69.93
2877.934,69.5
2878.059,69.51
2878.184,70.53
2878.308,71.41
2878.433,71.38
2878.558,70.37
2878.683,67.27
2878.808,65.05
2878.933,64.51
2879.057,64.91
2879.182,66.7
2879.307,68.25
2879.432,69.25
2879.557,70.02
2879.682,70.39
2879.806,70.18
2879.931,69.65
2880.056,69.08
2880.181,68.23
2880.306,67.53
2880.431,66.99
2880.555,66.44
2880.68,65.73
2880.805,65.31
2880.93,65.12
2881.055,64.79
2881.18,63.4
2881.304,62.26
2881.429,62.08
2881.554,62.82
2881.679,65.46
2881.804,67.44
2881.929,67.96
2882.053,67.47
2882.178,65.37
2882.303,63.99
2882.428,63.79
2882.553,64.19
2882.678,65.48
2882.802,66.38
2882.927,66.76
2883.052,67.01
2883.177,67.4
2883.302,67.61
2883.427,67.44
2883.552,66.9
2883.676,65.21
2883.801,63.89
2883.926,63.42
2884.051,63.81
2884.176,66.52
2884.301,69.03
2884.425,70.77
2884.55,72.27
2884.675,74.45
2884.8,75.94
2884.925,76.71
2885.05,77.12
2885.174,77.22
2885.299,77.5
2885.424,78.19
2885.549,79.07
2885.674,79.85
2885.799,79.76
2885.923,78.92
2886.048,77.57
2886.173,74.64
2886.298,72.6
2886.423,71.66
2886.548,71.42
2886.672,71.89
2886.797,71.89
2886.922,71.14
2887.047,69.79
2887.172,66.55
2887.297,64.2
2887.421,63.19
2887.546,63.54
2887.671,68.41
2887.796,73.69
2887.921,78.25
2888.046,81.77
2888.17,83.33
2888.295,82.39
2888.42,80.38
2888.545,78.55
2888.67,77.72
2888.795,78.04
2888.919,78.5
2889.044,78.51
2889.169,77.68
2889.294,77.39
2889.419,77.99
2889.544,79.21
2889.668,80.94
2889.793,81.34
2889.918,80.76
2890.043,79.79
2890.168,78.07
2890.293,77
2890.417,76.15
2890.542,74.98
2890.667,72.14
2890.792,70.24
2890.917,69.48
2891.042,69.77
2891.167,73.18
2891.291,75.93
2891.416,77.01
2891.541,76.33
2891.666,71.49
2891.791,67.68
2891.916,65.64
2892.04,65.08
2892.165,67.43
2892.29,69.97
2892.415,72.17
2892.54,73.98
2892.665,75.62
2892.789,76.27
2892.914,76.52
2893.039,76.71
2893.164,76.55
2893.289,76.19
2893.414,75.62
2893.538,74.75
2893.663,72.7
2893.788,71.23
2893.913,70.42
2894.038,70.26
2894.163,72.09
2894.287,74.12
2894.412,75.88
2894.537,77.35
2894.662,78.57
2894.787,78.59
2894.912,77.93
2895.036,77.02
2895.161,75.46
2895.286,74.34
2895.411,73.32
2895.536,72.28
2895.661,71.01
2895.785,70.8
2895.91,71.07
2896.035,71.14
2896.16,68.94
2896.285,66.16
2896.41,63.32
2896.534,60.94
2896.659,59.35
2896.784,59.45
2896.909,60.21
2897.034,60.98
2897.159,61.54
2897.283,61.79
2897.408,62.33
2897.533,63.38
2897.658,65.93
2897.783,67.14
2897.908,67.14
2898.032,66.31
2898.157,63.62
2898.282,61.99
2898.407,61.17
2898.532,60.87
2898.657,61.75
2898.782,62.74
2898.907,63.69
2899.031,64.61
2899.156,66.12
2899.281,67.21
2899.406,68.11
2899.531,68.83
2899.656,69.41
2899.781,69.59
2899.906,69.7
2900.031,69.82
2900.155,69.74
2900.28,69.12
2900.405,67.87
2900.53,66.21
2900.655,63.45
2900.78,62.19
2900.905,61.78
2901.03,61.89
2901.154,63.36
2901.279,64.64
2901.404,65.71
2901.529,66.54
2901.654,66.95
2901.779,66.91
2901.904,66.89
2902.028,67.2
2902.153,69.37
2902.278,71.57
2902.403,73.73
2902.528,75.4
2902.653,75.86
2902.778,75.31
2902.903,74.7
2903.027,74.37
2903.152,74.61
2903.277,75.15
2903.402,75.93
2903.527,76.87
2903.652,78.29
2903.777,78.72
2903.901,78.66
2904.026,78.44
2904.151,78.23
2904.276,77.99
2904.401,77.52
2904.526,76.78
