depth,GR
2904.651,74.78
2904.775,73.3
2904.9,72.14
2905.025,71.47
2905.15,72.06
2905.275,72.93
2905.4,73.69
2905.525,74.14
2905.65,74.08
2905.774,73.75
2905.899,73.42
2906.024,73.21
2906.149,72.69
2906.274,71.72
2906.399,70.01
2906.524,67.74
2906.648,64.05
2906.773,62.98
2906.898,63.18
2907.023,63.85
2907.148,65.09
2907.273,65.98
2907.398,67.07
2907.523,68.39
2907.647,70.1
2907.772,70.2
2907.897,69.49
2908.022,68.37
2908.147,65.81
2908.272,64.44
2908.397,63.7
2908.521,63.71
2908.646,65.6
2908.771,66.94
2908.896,67.65
2909.021,67.53
2909.146,65.58
2909.271,64.42
2909.396,63.91
2909.521,64.1
2909.646,65.86
2909.77,67.27
2909.895,68.6
2910.02,69.93
2910.145,72.42
2910.27,73.61
2910.395,74.29
2910.52,74.62
2910.644,74.47
2910.769,74.28
2910.894,74.04
2911.019,73.64
2911.144,72.58
2911.269,72.15
2911.394,72.16
2911.519,72.42
2911.643,72.89
2911.768,73.09
2911.893,73.36
2912.018,74
2912.143,75.98
2912.268,76.83
2912.393,76.9
2912.517,76.17
2912.642,73.04
2912.767,70.85
2912.892,68.89
2913.017,67.38
2913.142,67.08
2913.267,68.32
2913.392,70.28
2913.516,72.39
2913.641,75.34
2913.766,76.37
2913.891,77.02
2914.016,77.81
2914.141,80.07
2914.266,81.26
2914.39,81.79
2914.515,81.32
2914.64,77.32
2914.765,74.22
2914.89,71.5
2915.015,69.54
2915.14,67.7
2915.265,66.92
2915.389,66.18
2915.514,65.42
2915.639,65.32
2915.764,66.65
2915.889,68.75
2916.014,70.98
2916.139,73.32
2916.263,73.52
2916.388,73.21
2916.513,72.86
2916.638,73.45
2916.763,73.99
2916.888,74.07
2917.013,73.62
2917.138,72.22
2917.262,71.96
2917.387,72.36
2917.512,73.21
2917.637,75.08
2917.762,75.54
2917.887,75.45
2918.012,75.09
2918.136,74.44
2918.261,74.46
2918.386,74.92
2918.511,75.82
2918.636,78.52
2918.761,80.24
2918.886,81.95
2919.011,83.43
2919.135,85.09
2919.26,85.81
2919.385,86.72
2919.51,87.79
2919.635,89.03
2919.76,88.79
2919.885,87.95
2920.01,87
2920.135,86.71
2920.259,87.11
2920.384,87.21
2920.509,86.82
2920.634,85.63
2920.759,85.51
2920.884,85.83
2921.009,86.32
2921.133,86.47
2921.258,85.79
2921.383,84.83
2921.508,83.84
2921.633,81.49
2921.758,79.77
2921.883,77.84
2922.008,76.08
2922.132,74.69
2922.257,75.7
2922.382,77.89
2922.507,80.83
2922.632,86.35
2922.757,87.67
2922.882,87.45
2923.006,86.16
2923.131,82.98
2923.256,81.89
2923.381,81.04
2923.506,79.98
2923.631,76.4
2923.756,74.57
2923.881,73.61
2924.005,73.8
2924.13,76.38
2924.255,77.91
2924.38,78.97
2924.505,79.23
2924.63,77.21
2924.755,75.58
2924.879,73.9
2925.004,72.22
2925.129,68.46
2925.254,66.49
2925.379,64.81
2925.504,63.57
2925.629,62.18
2925.754,61.71
2925.878,61.47
2926.003,61.86
2926.128,65.58
2926.253,68.44
2926.378,71.17
2926.503,73.25
2926.628,75.18
2926.752,75.51
2926.877,75.87
2927.002,76.35
2927.127,77.06
2927.252,76.46
2927.377,74.84
2927.502,72.39
2927.627,67.71
2927.751,66.54
2927.876,66.35
2928.001,66.64
2928.126,65.87
2928.251,64.06
2928.376,61.78
2928.501,59.69
2928.625,57.78
2928.75,57.78
2928.875,58.02
2929,58.24
2929.125,58.83
2929.25,59.98
2929.375,61.96
2929.5,64.8
2929.625,71.58
2929.75,74.91
2929.874,77.6
2929.999,79.33
2930.124,80.17
2930.249,79.93
2930.374,79.59
2930.499,79.38
2930.624,79.9
2930.748,80.88
2930.873,82.22
2930.998,83.73
2931.123,85.81
2931.248,86
2931.373,85.55
2931.498,84.35
2931.622,81.01
2931.747,79.46
2931.872,78.44
2931.997,77.94
2932.122,76.88
2932.247,75.15
2932.372,72.55
2932.497,69.44
2932.621,64.69
2932.746,63.22
2932.871,62.32
2932.996,61.95
2933.121,62.8
2933.246,64.16
2933.371,65.62
2933.495,66.62
2933.62,66.85
2933.745,66.65
2933.87,66.85
2933.995,67.94
2934.12,72.02
2934.245,74.85
2934.37,77.67
2934.494,80.34
2934.619,83.97
2934.744,85.2
2934.869,86.34
2934.994,87.8
2935.119,91.04
2935.244,92.46
2935.368,93.3
2935.493,93.51
2935.618,92.79
2935.743,91.99
2935.868,91.01
2935.993,90.13
2936.118,89.7
2936.243,90.42
2936.367,91.51
2936.492,92.36
2936.617,91.75
2936.742,90.29
2936.867,88.76
2936.992,87.45
2937.117,85.82
2937.241,85.03
2937.366,84.09
2937.491,82.97
2937.616,81.19
2937.741,80.62
2937.866,80.02
2937.991,79.08
2938.116,76.77
2938.24,75.39
2938.365,74.36
2938.49,74
2938.615,75.01
2938.74,76.07
2938.865,76.9
2938.99,77.02
2939.115,75.18
2939.24,73.32
2939.364,71.52
2939.489,70.17
2939.614,69.58
2939.739,69.83
2939.864,70.03
2939.989,70.12
2940.114,70.23
2940.239,70.3
2940.363,70.25
2940.488,69.67
2940.613,67.35
2940.738,65.49
2940.863,63.77
2940.988,62.62
2941.113,62.27
2941.237,62.75
2941.362,63.13
2941.487,63.16
2941.612,63.07
2941.737,63.77
2941.862,65.34
2941.987,67.99
2942.112,72.86
2942.236,74.84
2942.361,75.86
2942.486,75.51
2942.611,72.78
2942.736,71.06
2942.861,69.78
2942.986,69.23
2943.11,70.12
2943.235,71.44
2943.36,72.72
2943.485,73.33
2943.61,72.23
2943.735,70.28
2943.86,67.87
2943.985,65.11
2944.109,61
2944.234,59.18
2944.359,57.86
2944.484,57.23
2944.609,57.33
2944.734,57.26
2944.859,56.78
2944.983,56.1
2945.108,55.76
2945.233,56.31
2945.358,57
2945.483,57.33
2945.608,56.78
2945.733,56.01
2945.857,55.39
2945.982,55.16
2946.107,55.32
2946.232,55.11
2946.357,54.33
2946.482,52.93
2946.607,51.15
2946.732,51.57
2946.856,52.95
2946.981,54.72
2947.106,56.24
2947.231,55.79
2947.356,54.79
2947.481,53.27
2947.606,50.62
2947.73,49.41
2947.855,48.76
2947.98,49.03
2948.105,50.84
2948.23,52.01
2948.355,52.59
2948.48,52.33
2948.605,51.47
2948.729,51.82
2948.854,53.17
2948.979,55.72
2949.104,59.55
2949.229,60.01
2949.354,59.07
2949.479,57
2949.604,54.03
2949.729,53.51
2949.853,53.79
2949.978,54.55
2950.103,55.37
2950.228,55.16
2950.353,54.65
2950.478,53.8
2950.603,52.15
2950.728,50.98
2950.852,49.74
2950.977,48.8
2951.102,48.74
2951.227,49.71
2951.352,50.87
2951.477,51.86
2951.602,52.37
2951.726,51.85
2951.851,51.13
2951.976,51.16
2952.101,53.67
2952.226,57.31
2952.351,61.9
2952.476,66.92
2952.601,72.23
2952.725,73.48
2952.85,74.17
2952.975,74.29
2953.1,73.14
2953.225,71.01
2953.35,68.06
2953.475,64.33
2953.599,59.86
2953.724,58.62
2953.849,58.03
2953.974,57.72
2954.099,57.27
2954.224,56.74
2954.349,56.2
2954.474,55.82
2954.598,55.42
2954.723,54.66
2954.848,53.06
2954.973,49.98
2955.098,45.2
2955.223,43.81
2955.348,43.89
2955.472,45.92
2955.597,50.22
2955.722,52.45
2955.847,53.7
2955.972,53.36
2956.097,51.06
2956.222,49.59
2956.347,48.82
2956.471,49.01
2956.596,50.14
2956.721,50.92
2956.846,51.74
2956.971,52.9
2957.096,54.42
2957.221,54.57
2957.345,54
2957.47,53.02
2957.595,52.68
2957.72,54.26
2957.845,56.8
2957.97,59.64
2958.095,61.55
2958.22,60.27
2958.344,58.12
2958.469,56.15
2958.594,55.54
2958.719,57.01
2958.844,58.9
2958.969,60.71
2959.094,62.12
2959.219,62.13
2959.344,61.93
2959.468,61.42
2959.593,60.4
2959.718,59.66
2959.843,58.9
2959.968,58.06
2960.093,57.23
2960.218,57.22
2960.342,57.42
2960.467,57.82
2960.592,58.21
2960.717,58.03
2960.842,57.64
2960.967,57.29
2961.092,57.2
2961.217,57.38
2961.341,57.53
2961.466,57.64
2961.591,58.05
2961.716,59.25
2961.841,61.47
2961.966,65.25
2962.091,69.94
2962.215,70.58
2962.34,69.44
2962.465,66.47
2962.59,62.57
2962.715,61.77
2962.84,62.17
2962.965,63.9
2963.09,66.85
2963.214,68.74
2963.339,70.67
2963.464,72.96
2963.589,75.44
2963.714,75.99
2963.839,75.8
2963.964,74.44
2964.088,71.82
2964.213,69.91
2964.338,67.88
2964.463,65.04
2964.588,61.01
2964.713,58.68
2964.838,56.97
2964.963,57.39
2965.087,61.47
2965.212,66.8
2965.337,73.08
2965.462,80.65
2965.587,88.6
2965.712,91.18
2965.837,92.52
2965.961,93.19
2966.086,93.67
2966.211,93.72
2966.336,93.5
2966.461,92.52
2966.586,90.49
2966.711,88.54
2966.836,85.77
2966.96,80
2967.085,70.85
2967.21,65.24
2967.335,60.79
2967.46,57.49
2967.585,55.16
2967.71,54.26
2967.834,53.13
2967.959,51.35
2968.084,49.18
2968.209,48.54
2968.334,48.58
2968.459,50.04
2968.584,53.19
2968.709,56.15
2968.833,59.68
2968.958,64.34
2969.083,69.22
2969.208,70.61
2969.333,70.91
2969.458,69.84
2969.583,67.48
2969.708,65.35
2969.833,63.13
2969.957,61.16
2970.082,60.17
2970.207,60.81
2970.332,61.71
2970.457,62.86
2970.582,64.27
2970.707,65.53
2970.831,67.14
2970.956,68.57
2971.081,68.73
2971.206,66.83
2971.331,63.93
2971.456,60.17
2971.581,56.91
2971.706,56.85
2971.83,57.83
2971.955,60.12
2972.08,63.14
2972.205,64.58
2972.33,65.74
2972.455,67.37
2972.58,69.52
2972.704,70.63
2972.829,71.06
2972.954,69.9
2973.079,67.24
2973.204,64.97
2973.329,62.65
2973.454,59.98
2973.579,57.5
2973.703,56.89
2973.828,56.76
2973.953,56.74
2974.078,56.62
2974.203,56.86
2974.328,57.85
2974.453,60.45
2974.577,63.87
2974.702,65.39
2974.827,66.52
2974.952,68.64
2975.077,72.31
2975.202,75.53
2975.327,78.58
2975.452,80.78
2975.576,81.39
2975.701,80.68
2975.826,80.31
2975.951,81.48
2976.076,83.85
2976.201,85.1
2976.326,85.39
2976.45,84.24
2976.575,82.59
2976.7,82.25
2976.825,82.37
2976.95,82.67
2977.075,83.05
2977.2,83.66
2977.325,84.64
2977.449,85.26
2977.574,84.52
2977.699,82.51
2977.824,80.08
2977.949,77.06
2978.074,74.22
2978.199,73.09
2978.323,72.55
2978.448,73.72
2978.573,76.69
2978.698,79.4
2978.823,81.6
2978.948,82.01
2979.073,80.02
2979.198,76.84
2979.323,73.28
2979.448,70.11
2979.572,69.16
2979.697,71.33
2979.822,74.46
2979.947,78.15
2980.072,80.97
2980.197,81.77
2980.322,82.59
2980.446,83.97
2980.571,85.12
2980.696,84.91
2980.821,84.46
2980.946,85.36
2981.071,87.7
2981.196,89.42
2981.321,90.07
2981.445,88.56
2981.57,86.16
2981.695,85.58
2981.82,86.29
2981.945,89.07
2982.07,92.96
2982.195,96.05
2982.319,99.26
2982.444,101.96
2982.569,102.3
2982.694,99.34
2982.819,94.76
2982.944,86.88
