GR,time
67.68897413,345
72.60848643,346
75.78070601,347
75.65128685,348
74.21608978,349
74.28751248,350
76.05124142,351
77.68145764,352
78.10984344,353
77.68751978,354
77.09176741,355
76.48066344,356
75.786969,357
75.41867288,358
75.9449266,359
77.56505787,360
79.963985,361
82.15936929,362
82.43054324,363
80.408529,364
78.34031254,365
77.91032783,366
78.47368744,367
78.65297652,368
77.93779967,369
76.71610783,370
75.97765821,371
76.65349129,372
78.27860242,373
78.89216619,374
77.80403761,375
77.08107452,376
78.1597117,377
79.31792096,378
78.82427433,379
77.10987561,380
75.33746908,381
74.67339803,382
76.34427265,383
79.41724028,384
81.27756902,385
81.73119696,386
81.80615684,387
81.16328469,388
79.78101975,389
78.43676518,390
76.90415695,391
74.36649382,392
71.51281698,393
70.19483947,394
71.47142391,395
74.07187501,396
75.03278858,397
72.95324458,398
70.08816437,399
70.05313867,400
73.64364815,401
78.06592597,402
80.01208423,403
78.63330668,404
75.769208,405
73.77270559,406
73.65334922,407
74.68789434,408
75.86975947,409
77.25954478,410
78.98571081,411
80.03216742,412
79.59706529,413
78.76628588,414
79.57633525,415
81.99762876,416
83.32656799,417
81.63290527,418
78.23061106,419
75.35398941,420
73.33542341,421
71.77673777,422
71.50153483,423
72.85870564,424
73.95163383,425
73.14996597,426
71.98819804,427
72.80002006,428
74.72840391,429
74.81800755,430
72.47368975,431
70.02951415,432
68.80345208,433
67.61336079,434
65.52141713,435
63.64804711,436
63.28247561,437
63.76817745,438
63.67748838,439
63.14385374,440
63.44796165,441
65.25516743,442
68.04561107,443
70.44501116,444
71.3349784,445
70.88081295,446
70.32048356,447
70.37798451,448
71.12435894,449
72.96784179,450
75.05487103,451
75.14759284,452
72.88062354,453
70.64372899,454
70.27750418,455
70.82124142,456
70.68390599,457
69.93534807,458
69.58305109,459
69.69899151,460
69.23275673,461
68.23555337,462
68.00994938,463
68.60837291,464
69.25802409,465
69.91692014,466
70.14384956,467
68.9005543,468
66.74258587,469
65.10609308,470
63.38491847,471
60.7610513,472
58.95127662,473
59.18480396,474
60.01968188,475
60.36311168,476
60.90069882,477
62.11173158,478
63.83832524,479
65.38597316,480
65.94098453,481
65.73879282,482
65.80450125,483
66.02524735,484
65.10228115,485
63.06216118,486
61.69656852,487
62.202077,488
63.98774009,489
65.7007816,490
67.20222992,491
68.81314479,492
70.28039588,493
71.65452201,494
72.30564936,495
70.53557617,496
66.11781508,497
61.90524153,498
60.36987886,499
61.13105838,500
62.65792888,501
63.43974495,502
62.71748088,503
61.45334296,504
62.01051324,505
65.16333214,506
69.03303319,507
71.56154908,508
71.33216167,509
67.9050381,510
63.33468778,511
61.05278203,512
62.17590617,513
64.58727884,514
66.63258592,515
68.04644013,516
67.91413185,517
65.86447134,518
63.64245895,519
63.13173396,520
63.83000491,521
63.96202746,522
63.12816008,523
62.41995852,524
62.72814044,525
63.27042325,526
62.78420033,527
61.73736358,528
61.65204128,529
63.14352961,530
65.20098175,531
66.51309383,532
67.18125864,533
68.12165696,534
69.10796519,535
69.01052534,536
67.80961632,537
66.66830047,538
66.6489226,539
67.96598869,540
69.75617522,541
70.76460728,542
71.20875555,543
72.30127779,544
74.02864422,545
75.41514571,546
75.56148472,547
73.97514795,548
71.11248485,549
68.51773459,550
67.12700304,551
66.14205415,552
64.8875621,553
63.71851188,554
62.81007638,555
62.41591894,556
62.766684,557
63.15078234,558
63.22331666,559
64.13404681,560
66.60723486,561
69.19891874,562
70.65633698,563
71.73090381,564
72.666554,565
72.04076387,566
69.34599889,567
67.02841159,568
67.40024505,569
69.22102201,570
69.97888095,571
69.12024191,572
67.60770658,573
66.5775663,574
66.70742748,575
67.59414445,576
67.94672911,577
67.24654413,578
66.57265086,579
66.98786551,580
68.17379429,581
68.90605333,582
68.91635231,583
69.57189124,584
71.73530967,585
74.16948397,586
74.56363172,587
71.67893151,588
66.68339467,589
62.82372004,590
63.02401654,591
66.96479855,592
71.72268929,593
74.65048598,594
75.38751741,595
75.41043672,596
75.31524527,597
73.3411662,598
69.28337093,599
66.85798379,600
68.94638462,601
72.91375113,602
74.39224726,603
72.99472222,604
71.55204362,605
70.7459642,606
68.82714532,607
65.83994395,608
64.39397151,609
65.43410183,610
67.11959672,611
68.7082097,612
70.67460675,613
71.8868668,614
70.83383234,615
68.78026665,616
68.38974644,617
69.78864367,618
71.26393929,619
72.32829693,620
73.13568646,621
72.85643698,622
71.28433896,623
70.103805,624
70.40880918,625
71.04450954,626
70.48936116,627
68.7128101,628
66.60793477,629
65.06018478,630
64.93988682,631
66.68442864,632
69.66594173,633
72.49102576,634
74.09469391,635
74.97537218,636
76.05455286,637
76.65556829,638
75.74212839,639
73.7281777,640
71.79125449,641
69.89795263,642
66.90567609,643
63.27544132,644
61.48766866,645
62.58920476,646
64.78430226,647
66.11870216,648
66.8135443,649
67.77594071,650
68.51942045,651
67.78362107,652
65.75430083,653
64.13443541,654
63.26180548,655
61.27921294,656
57.48485688,657
53.70550021,658
52.00195467,659
53.53078273,660
57.78800343,661
61.99671943,662
63.81758176,663
64.27439409,664
65.51547649,665
67.56722032,666
69.51312105,667
71.08608858,668
72.03936556,669
72.15869962,670
71.50197987,671
70.28133747,672
69.09914448,673
69.0710584,674
70.5249802,675
72.18341627,676
73.03924342,677
73.40858531,678
73.57760878,679
73.35696651,680
72.87110509,681
72.28219784,682
70.87871211,683
68.43822557,684
66.503001,685
66.38992926,686
67.63361897,687
69.13003577,688
70.59153221,689
71.7656339,690
71.61398834,691
69.2003797,692
64.89034429,693
60.75395748,694
59.03022538,695
60.07088012,696
62.40574446,697
64.49669183,698
65.74278098,699
65.85157239,700
64.87884984,701
63.57938775,702
62.76787692,703
62.59497387,704
63.32166379,705
66.09353883,706
71.0726192,707
76.04841124,708
78.23643103,709
77.21560672,710
74.72851876,711
72.11493077,712
70.08126216,713
70.04800347,714
72.99283549,715
77.23724644,716
79.93950549,717
80.48510775,718
80.17830766,719
80.10701708,720
80.68621604,721
81.03926159,722
79.70000589,723
