depth,GR
2614.019,67.12
2614.144,66.88
2614.269,66.67
2614.394,66.08
2614.519,65.33
2614.643,64.52
2614.768,63.88
2614.893,63.7
2615.018,64
2615.143,64.44
2615.268,64.79
2615.393,64.86
2615.518,64.7
2615.643,64.61
2615.768,64.68
2615.893,64.61
2616.017,64.12
2616.142,63.3
2616.267,62.29
2616.392,61.24
2616.517,61.08
2616.642,61.35
2616.767,61.49
2616.892,61.15
2617.017,60.76
2617.142,60.58
2617.267,60.64
2617.391,60.74
2617.516,61.1
2617.641,61.67
2617.766,62.46
2617.891,63.3
2618.016,64.53
2618.141,66.11
2618.266,67.62
2618.391,67.55
2618.516,66.39
2618.641,64.47
2618.765,61.6
2618.89,59.98
2619.015,59.23
2619.14,58.9
2619.265,59.02
2619.39,59.58
2619.515,60.63
2619.64,62.51
2619.765,65.84
2619.89,67.86
2620.015,68.52
2620.139,67.86
2620.264,65.43
2620.389,63.21
2620.514,61.17
2620.639,59.09
2620.764,56.86
2620.889,54.22
2621.014,52.98
2621.139,52.42
2621.264,51.54
2621.389,49.4
2621.513,47.46
2621.638,46.09
2621.763,45.89
2621.888,47.89
2622.013,50.27
2622.138,52.33
2622.263,53.63
2622.388,53.64
2622.513,52.89
2622.638,52.25
2622.763,52.44
2622.887,54.09
2623.012,55.64
2623.137,56.77
2623.262,57.19
2623.387,56.22
2623.512,54.5
2623.637,52.48
2623.762,50.39
2623.887,48.48
2624.012,47.9
2624.137,48.23
2624.261,48.82
2624.386,49.38
2624.511,49.31
2624.636,48.88
2624.761,48.51
2624.886,48.66
2625.011,49.31
2625.136,50.21
2625.261,51.29
2625.386,52.46
2625.511,52.61
2625.635,51.89
2625.76,50.41
2625.885,48.18
2626.01,47.35
2626.135,47.66
2626.26,48.61
2626.385,49.88
2626.51,50.34
2626.635,50.41
2626.76,50.64
2626.885,51.49
2627.01,52.27
2627.135,52.77
2627.259,52.86
2627.384,52.42
2627.509,52
2627.634,51.99
2627.759,52.53
2627.884,54
2628.009,54.81
2628.134,54.74
2628.259,53.62
2628.384,51.04
2628.509,49.23
2628.633,48.22
2628.758,47.7
2628.883,47.37
2629.008,47.01
2629.133,46.46
2629.258,45.78
2629.383,45.19
2629.508,45.47
2629.633,46.57
2629.758,48.6
2629.883,51.72
2630.007,53.1
2630.132,52.96
2630.257,51.69
2630.382,49.47
2630.507,48.5
2630.632,48.39
2630.757,48.71
2630.882,49.7
2631.007,51.07
2631.132,52.68
2631.257,53.58
2631.381,52
2631.506,48.54
2631.631,44.13
2631.756,39.19
2631.881,33.34
2632.006,29.94
2632.131,27.67
2632.256,25.5
2632.381,23.41
2632.506,23.15
2632.631,24.52
2632.755,28.19
2632.88,36.01
2633.005,42.31
2633.13,46.89
2633.255,49.77
2633.38,50.37
2633.505,49.29
2633.63,47.74
2633.755,46.18
2633.88,44.51
2634.005,43.69
2634.129,43.35
2634.254,43.14
2634.379,42.8
2634.504,42.48
2634.629,42.36
2634.754,42.88
2634.879,44.65
2635.004,46.35
2635.129,47.93
2635.254,49.56
2635.379,51.16
2635.503,51.3
2635.628,50.33
2635.753,48.4
2635.878,45.29
2636.003,43.34
2636.128,41.99
2636.253,40.3
2636.378,37.5
2636.503,35.38
2636.628,33.73
2636.753,32.52
2636.877,32.26
2637.002,33.48
2637.127,35.78
2637.252,39.04
2637.377,43.55
2637.502,46.06
2637.627,47.31
2637.752,47.93
2637.877,47.72
2638.002,46.75
2638.127,45.13
2638.251,42.7
2638.376,38.94
2638.501,36.35
2638.626,34.59
2638.751,33.64
2638.876,34.58
2639.001,37.5
2639.126,42.16
2639.251,48.9
2639.376,58.43
2639.501,63.21
2639.625,64.4
2639.75,63.4
2639.875,60.52
2640,58.88
2640.125,58.26
2640.25,57.81
2640.375,56.93
2640.5,56.19
2640.625,55.83
2640.75,55.98
2640.875,56.56
2641,56.76
2641.125,56.66
2641.25,56.79
2641.374,58.05
2641.499,59.85
2641.624,61.77
2641.749,63.1
2641.874,62.73
2641.999,60.78
2642.124,58.1
2642.249,55.11
2642.374,51.86
2642.499,50.5
2642.624,50.33
2642.748,50.88
2642.873,52.27
2642.998,54.64
2643.123,55.91
2643.248,56.35
2643.373,56.73
2643.498,57.87
2643.623,58.98
2643.748,59.52
2643.873,58.89
2643.998,56.83
2644.122,56.04
2644.247,56.95
2644.372,59.32
2644.497,62.67
2644.622,63.68
2644.747,63.25
2644.872,62.9
2644.997,63.9
2645.122,65.73
2645.247,67.67
2645.372,69.13
2645.496,69.7
2645.621,69.22
2645.746,68.12
2645.871,66.26
2645.996,62.94
2646.121,60.5
2646.246,58.97
2646.371,58.48
2646.496,59.6
2646.621,61.15
2646.746,62.52
2646.87,63.31
2646.995,63.31
2647.12,63.1
2647.245,63.13
2647.37,63.65
2647.495,64.82
2647.62,65.48
2647.745,65.65
2647.87,65.71
2647.995,65.97
2648.119,66.08
2648.244,65.74
2648.369,64.41
2648.494,61.18
2648.619,58.52
2648.744,56.81
2648.869,56.51
2648.994,58.62
2649.118,61.15
2649.243,63.36
2649.368,64.73
2649.493,64.54
2649.618,63.31
2649.743,61.83
2649.868,60.56
2649.993,59.88
2650.117,60.31
2650.242,61.24
2650.367,62.24
2650.492,63.28
2650.617,63.72
2650.742,63.8
2650.867,63.76
2650.992,63.84
2651.116,64.33
2651.241,65.18
2651.366,66.15
2651.491,66.83
2651.616,66.32
2651.741,64.93
2651.866,63.17
2651.991,61.65
2652.115,62.1
2652.24,64.01
2652.365,66.6
2652.49,69.17
2652.615,69.48
2652.74,68.49
2652.865,67.24
2652.99,66.2
2653.115,66.03
2653.24,66.14
2653.364,66.01
2653.489,65.34
2653.614,64.57
2653.739,63.7
2653.864,62.27
2653.989,59.23
2654.114,55.95
2654.239,52.12
2654.364,46.76
2654.488,38.35
2654.613,32.83
2654.738,29.97
2654.863,30.62
2654.988,37.62
2655.113,45.35
2655.238,52.45
2655.363,58.49
2655.487,63.13
2655.612,64.16
2655.737,63.58
2655.862,62.63
2655.987,61.46
2656.112,60.75
2656.237,59.92
2656.362,58.08
2656.486,54.35
2656.611,51.53
2656.736,49.59
2656.861,48.38
2656.986,48.04
2657.111,48.66
2657.236,50.1
2657.361,52.53
2657.485,55.93
2657.61,57.01
2657.735,56.09
2657.86,53.71
2657.985,50.28
2658.11,49.45
2658.235,50.83
2658.36,53.99
2658.484,59.24
2658.609,62.43
2658.734,63.93
2658.859,64.18
2658.984,63.01
2659.109,61.92
2659.234,61.25
2659.359,60.88
2659.483,60.46
2659.608,59.86
2659.733,59.08
2659.858,58.65
2659.983,59.64
2660.108,61.84
2660.233,64.64
2660.358,67.41
2660.483,69.4
2660.607,69.06
2660.732,67.45
2660.857,65.39
2660.982,63.27
2661.107,62.86
2661.232,63.55
2661.357,64.76
2661.482,66.13
2661.606,66.39
2661.731,66.07
2661.856,65.93
2661.981,66.71
2662.106,67.98
2662.231,69.47
2662.356,71.14
2662.481,73.01
2662.605,73.88
2662.73,74.15
2662.855,73.97
2662.98,72.86
2663.105,71.32
2663.23,69.4
2663.355,67.17
2663.48,64.85
2663.604,64.29
2663.729,64.79
2663.854,65.55
2663.979,65.99
2664.104,65.32
2664.229,63.85
2664.354,61.71
2664.479,58.71
2664.604,57.21
2664.729,57.02
2664.853,57.82
2664.978,59.86
2665.103,63.7
2665.228,66.34
2665.353,67.88
2665.478,68.56
2665.603,68.43
2665.728,67.79
2665.852,67.4
2665.977,67.34
2666.102,67.53
2666.227,67.08
2666.352,65.6
2666.477,62.51
2666.602,57.19
2666.727,54.43
2666.852,54.21
2666.976,56.44
2667.101,61.89
2667.226,65.82
2667.351,68.05
2667.476,68.88
2667.601,68.28
2667.726,67.55
2667.851,67.21
2667.975,67.41
2668.1,67.91
2668.225,67.44
2668.35,65.95
2668.475,63.85
2668.6,61.8
2668.725,61.82
2668.85,63.1
2668.974,64.59
2669.099,65.66
2669.224,65.75
2669.349,65.64
2669.474,65.87
2669.599,66.57
2669.724,66.97
2669.849,67.1
2669.973,67.15
2670.098,67.16
2670.223,66.99
2670.348,66.72
2670.473,66.58
2670.598,66.7
2670.723,66.8
2670.848,66.68
2670.972,66.29
2671.097,65.71
2671.222,65.52
2671.347,65.45
2671.472,65.01
2671.597,63.85
2671.722,62.79
2671.847,61.65
2671.971,59.9
2672.096,56.98
2672.221,55.49
2672.346,55.65
2672.471,57.91
2672.596,63.18
2672.721,66.78
2672.846,68.53
2672.971,68.56
2673.095,66.7
2673.22,65.4
2673.345,65.13
2673.47,66.02
2673.595,68.21
2673.72,69.54
2673.845,70.08
2673.97,70.22
2674.094,70.1
2674.219,69.78
2674.344,69.25
2674.469,68.49
2674.594,67.49
2674.719,66.88
2674.844,66.23
2674.969,65
2675.094,62.92
2675.219,61.88
2675.343,61.92
2675.468,63.01
2675.593,65.36
2675.718,66.93
2675.843,67.88
2675.968,68.54
2676.093,68.78
2676.218,68.43
2676.342,67.84
2676.467,67.25
2676.592,66.65
2676.717,66.51
2676.842,66.76
2676.967,67.35
2677.092,68.45
2677.217,69.18
2677.341,69.52
2677.466,69.35
2677.591,68.24
2677.716,66.91
2677.841,65.38
2677.966,63.42
2678.091,60.61
2678.216,59.03
2678.34,58.49
2678.465,59.06
2678.59,61.33
2678.715,63.46
2678.84,65.42
2678.965,67.77
2679.09,71.42
2679.215,74.2
2679.34,76.24
2679.464,77.75
2679.589,78.91
2679.714,79.56
2679.839,80.3
2679.964,81.46
2680.089,82.75
2680.214,82.16
2680.339,79.42
2680.463,73.78
2680.588,63.64
2680.713,57.19
2680.838,54.4
2680.963,55.16
2681.088,60.6
2681.213,65.4
2681.338,68.66
2681.462,70.28
2681.587,70.01
2681.712,69.05
2681.837,68.12
2681.962,67.3
2682.087,66.52
2682.212,66.16
2682.337,65.79
2682.461,64.94
2682.586,63.13
2682.711,61.78
2682.836,60.89
2682.961,60.42
2683.086,60.7
2683.211,61.71
2683.336,63.31
2683.46,65.53
2683.585,68.29
2683.71,69.13
2683.835,68.67
2683.96,67.72
2684.085,66.57
2684.21,65.85
2684.335,65.06
2684.459,63.74
2684.584,61.6
2684.709,60.5
2684.834,60.48
2684.959,61.52
2685.084,63.67
2685.209,64.54
2685.334,64.04
2685.459,62.51
2685.583,60.54
2685.708,60.81
2685.833,62.91
2685.958,66
2686.083,69.63
2686.208,71
2686.333,71.09
2686.458,70.52
2686.583,68.77
2686.708,66.52
2686.832,63.73
2686.957,60.83
2687.082,59.02
2687.207,60.33
2687.332,63.58
2687.457,67.34
2687.582,70.53
2687.707,72.32
2687.831,72.02
2687.956,71.02
2688.081,70.07
2688.206,69.24
2688.331,68.82
2688.456,68.6
2688.581,68.59
2688.706,68.96
2688.83,69.48
2688.955,70.3
2689.08,71.99
2689.205,75.58
2689.33,78.48
2689.455,80.51
2689.58,81.44
2689.705,80.48
2689.829,78.56
2689.954,76.28
2690.079,73.59
2690.204,70.08
2690.329,68.13
2690.454,67.29
2690.579,67.46
2690.704,69.24
2690.828,71.08
2690.953,72.47
2691.078,72.92
2691.203,71.49
2691.328,69.06
2691.453,66.11
2691.578,63.01
2691.703,60.45
2691.828,60.87
2691.952,63.58
2692.077,68.14
2692.202,74.56
2692.327,77.44
2692.452,77.63
2692.577,76.09
2692.702,72.96
2692.827,71.19
2692.951,70.4
2693.076,69.44
2693.201,66.89
2693.326,64.02
2693.451,61.22
2693.576,58.74
2693.701,56.72
2693.826,56.1
2693.95,56.08
2694.075,56.49
2694.2,58.01
2694.325,60.1
2694.45,62.58
2694.575,65.18
2694.7,67.59
2694.825,67.95
2694.949,67.13
2695.074,65.93
2695.199,64.67
2695.324,64.34
2695.449,64.52
2695.574,64.98
2695.699,65.9
2695.824,66.78
2695.948,67.67
2696.073,68.48
2696.198,69.14
2696.323,69.5
2696.448,69.9
2696.573,70.59
2696.698,71.71
2696.823,72.31
2696.948,72.4
2697.073,72.13
2697.197,71.82
2697.322,72.03
2697.447,72.44
2697.572,72.34
2697.697,70.73
2697.822,68.81
2697.947,67.42
2698.072,67.75
2698.196,71.1
2698.321,73.84
2698.446,74.93
2698.571,73.66
2698.696,69.07
2698.821,65.6
2698.946,63.73
2699.07,63.28
2699.195,64.39
2699.32,65.8
2699.445,67.23
2699.57,68.77
2699.695,70.67
2699.82,71.8
2699.944,72.46
2700.069,72.8
2700.194,72.67
2700.319,72.08
2700.444,71.03
2700.569,69.17
2700.694,66.05
2700.819,64.32
2700.943,64
2701.068,65.2
2701.193,68.55
2701.318,71.27
2701.443,73.12
2701.568,74.14
2701.693,74.37
2701.817,74.64
2701.942,75.67
2702.067,77.9
2702.192,81.47
2702.317,82.77
2702.442,81.93
2702.567,79.37
2702.691,75.15
2702.816,72.96
2702.941,72.42
2703.066,73.1
2703.191,74.94
2703.316,75.76
2703.441,75.53
2703.565,74.43
2703.69,72.52
2703.815,71.73
2703.94,71.98
2704.065,72.92
2704.19,74.37
2704.315,74.99
2704.439,75.11
2704.564,75.16
2704.689,75.34
2704.814,75.6
2704.939,75.83
2705.064,76.02
2705.189,76.44
2705.314,76.87
2705.438,77.09
2705.563,76.55
2705.688,74.52
2705.813,72.64
2705.938,71.27
2706.063,70.56
2706.188,70.71
2706.313,71.28
2706.438,72.05
2706.562,73.08
2706.687,74.51
2706.812,75.28
2706.937,75.61
2707.062,75.95
2707.187,76.9
2707.312,78.4
2707.436,80.6
2707.561,84.51
2707.686,91.85
2707.811,97.2
2707.936,100.43
2708.061,101.32
2708.186,98.79
2708.31,95.55
2708.435,92.59
2708.56,90.26
2708.685,88.84
2708.81,89.2
2708.935,90.64
2709.06,92.45
2709.184,93.96
2709.309,93.61
2709.434,91.82
2709.559,89.15
2709.684,85.66
2709.809,81.02
2709.934,78.42
2710.059,77.09
2710.183,76.26
2710.308,75.65
2710.433,75.39
2710.558,75.32
2710.683,75.21
2710.808,74.61
2710.933,73.65
2711.057,72.49
2711.182,71.45
2711.307,71
2711.432,71.44
2711.557,72.27
2711.682,73.41
2711.807,75.08
2711.931,76.09
2712.056,76.53
2712.181,76.6
2712.306,76.56
2712.431,76.96
2712.556,77.83
2712.681,78.84
2712.805,79.41
2712.93,78.76
2713.055,77.29
2713.18,75.36
2713.305,73.49
2713.43,73.51
2713.555,74.71
2713.679,76.09
2713.804,76.74
2713.929,75.87
2714.054,74.18
2714.179,72.42
2714.304,70.93
2714.429,70.63
2714.554,71.03
2714.678,71.97
2714.803,73.73
2714.928,75
2715.053,75.85
2715.178,76.47
2715.303,76.77
2715.428,76.52
2715.552,75.57
2715.677,73.1
2715.802,67.89
2715.927,63.99
2716.052,61.63
2716.177,61.02
2716.302,62.95
2716.427,65.28
2716.552,67.3
2716.676,69
2716.801,70.59
2716.926,71.54
2717.051,72.5
2717.176,73.99
2717.301,76.22
2717.426,77.52
2717.55,78.36
2717.675,79.39
2717.8,81.08
2717.925,82.09
2718.05,82.26
2718.175,81.39
2718.3,79.31
2718.424,78.37
2718.549,78.73
2718.674,80.66
2718.799,85.29
2718.924,89.03
2719.049,91.6
2719.174,92.86
2719.298,92.2
2719.423,90.54
2719.548,88.51
2719.673,86.2
2719.798,83.31
2719.923,81.61
2720.048,80.77
2720.173,80.6
2720.297,81.2
2720.422,81.79
2720.547,82.16
2720.672,82.12
2720.797,81.08
2720.922,79.5
2721.047,77.68
2721.171,75.74
2721.296,73.68
2721.421,72.87
2721.546,72.7
2721.671,72.64
2721.796,72.68
2721.921,73.19
2722.045,74.2
2722.17,75.62
2722.295,77.27
2722.42,77.6
2722.545,76.87
2722.67,75.43
2722.795,73.3
2722.919,72.17
2723.044,71.74
2723.169,71.63
2723.294,71.62
2723.419,71.55
2723.544,71.58
2723.669,72.01
2723.793,73.21
2723.918,74.15
2724.043,74.83
2724.168,76
2724.293,79.49
2724.418,83.87
2724.543,88.43
2724.668,91.68
2724.792,91.31
2724.917,87.97
2725.042,84.2
2725.167,82.72
2725.292,86.56
2725.417,92.72
2725.542,99.27
2725.667,104.81
2725.792,107.65
2725.916,105.73
2726.041,101.01
2726.166,94.5
2726.291,85.9
2726.416,81.47
2726.541,79.97
2726.666,80.32
2726.79,82.48
2726.915,83.86
2727.04,84.16
2727.165,83.36
2727.29,81.11
2727.415,79.42
2727.54,78.2
2727.664,77.01
2727.789,75.58
2727.914,74.75
2728.039,74.28
2728.164,74.06
2728.289,74.25
2728.414,74.66
2728.538,75.18
2728.663,75.77
2728.788,76.31
2728.913,76.29
2729.038,75.83
2729.163,74.96
2729.288,73.61
2729.412,73.09
2729.537,73.3
2729.662,73.91
2729.787,74.53
2729.912,74.4
2730.037,74.02
2730.162,74.1
2730.287,75.21
2730.411,76.07
2730.536,76.39
2730.661,76.22
2730.786,75.75
2730.911,75.77
2731.036,76.11
2731.161,76.26
2731.285,75.52
2731.41,74.2
2731.535,72.58
2731.66,70.71
2731.785,68.49
2731.91,67.48
2732.035,67.17
2732.159,67.17
2732.284,67.69
2732.409,69.38
2732.534,71.21
2732.659,73
2732.784,74.62
2732.909,75.89
2733.033,76.22
2733.158,76.39
2733.283,77.11
2733.408,78.87
2733.533,80.16
2733.658,81.16
2733.783,82.66
2733.907,85.4
2734.032,87.09
2734.157,87.58
2734.282,86.6
2734.407,83.36
2734.532,80.49
2734.657,78.11
2734.782,76.09
2734.906,74.71
2735.031,75.04
2735.156,76.3
2735.281,78.06
2735.406,80.79
2735.531,83.07
2735.656,85.21
2735.781,87.61
2735.906,90.57
2736.03,92.15
2736.155,92.93
2736.28,93.48
2736.405,93.89
2736.53,93.67
2736.655,92.89
2736.78,91.52
2736.904,89.51
2737.029,88.61
2737.154,88.63
2737.279,89.2
2737.404,89.89
2737.529,89.82
2737.654,89.2
2737.778,88.08
2737.903,86.02
2738.028,84.13
2738.153,82.28
2738.278,80.42
2738.403,78.96
2738.528,79.2
2738.652,80.49
2738.777,82.17
2738.902,83.75
2739.027,83.68
2739.152,82.48
2739.277,80.59
2739.402,78.06
2739.527,76.82
2739.651,76.48
2739.776,76.81
2739.901,78.28
2740.026,79.93
2740.151,81.45
2740.276,82.39
2740.401,82.04
2740.525,80.8
2740.65,79.28
2740.775,77.62
2740.9,75.28
2741.025,73.29
2741.15,71.3
2741.275,69.31
2741.399,67.64
2741.524,67.29
2741.649,67.6
2741.774,68.16
2741.899,69.06
2742.024,69.93
2742.149,70.96
2742.273,72.29
2742.398,73.99
2742.523,74.8
2742.648,75.02
2742.773,74.86
2742.898,74.46
2743.023,74.59
2743.147,75.46
2743.272,77.28
2743.397,80.22
2743.522,81.5
2743.647,81.24
2743.772,79.49
2743.897,75.88
2744.022,73.81
2744.146,73.3
2744.271,73.85
2744.396,75.19
2744.521,75.89
2744.646,76.16
2744.771,76.61
2744.896,77.97
2745.021,79.24
2745.146,79.94
2745.27,79.65
2745.395,78.16
2745.52,77.49
2745.645,77.99
2745.77,79.59
2745.895,81.92
2746.02,82.25
2746.144,80.96
2746.269,78.77
2746.394,76.22
2746.519,75.58
2746.644,76.09
2746.769,76.86
2746.894,77.38
2747.018,77.34
2747.143,77.37
2747.268,77.95
2747.393,78.98
2747.518,78.76
2747.643,77.08
2747.768,74.1
2747.893,70.22
2748.017,69.19
2748.142,70.32
2748.267,73.06
2748.392,77.61
2748.517,80.02
2748.642,80.41
2748.767,78.85
2748.892,74.7
2749.017,71.68
2749.141,70.07
2749.266,69.96
2749.391,71.75
2749.516,73.33
2749.641,74.26
2749.766,74.57
2749.891,74.23
2750.016,73.8
2750.141,73.26
2750.265,71.99
2750.39,68.75
2750.515,65.59
2750.64,62.93
2750.765,61.48
2750.89,62.38
2751.015,64.47
2751.14,66.49
2751.265,67.65
2751.389,67.67
2751.514,67.67
2751.639,68.56
2751.764,70.87
2751.889,75.01
2752.014,77.68
2752.139,79.1
2752.264,79.52
2752.389,78.35
2752.513,76.28
2752.638,73.61
2752.763,70.3
2752.888,66.13
2753.013,64.24
2753.138,64.16
2753.263,65.84
2753.388,70.24
2753.513,73.9
2753.637,76.7
2753.762,78.86
2753.887,80.3
2754.012,80.4
2754.137,79.7
2754.262,78.55
2754.387,77.16
2754.512,75.72
2754.637,75.28
2754.761,75.28
2754.886,75.1
2755.011,74.51
2755.136,74.26
2755.261,74.44
2755.386,74.8
2755.511,74.69
2755.636,73.53
2755.761,71.65
2755.886,69.84
2756.01,69.28
2756.135,70.81
2756.26,73.48
2756.385,76.28
2756.51,78.32
2756.635,78.14
2756.76,77
2756.885,75.68
2757.01,74.08
2757.135,73.08
2757.26,72.45
2757.384,72.27
2757.509,73.06
2757.634,74.26
2757.759,75.42
2757.884,76.22
2758.009,76.49
2758.134,76.26
2758.259,75.84
2758.384,75.39
2758.508,74.96
2758.633,74.83
2758.758,74.93
2758.883,75.31
2759.008,76.2
2759.133,76.97
2759.258,77.59
2759.383,77.85
2759.508,77.22
2759.632,76.11
2759.757,74.71
2759.882,73.17
2760.007,71.75
2760.132,71.46
2760.257,71.71
2760.382,71.91
2760.507,71.7
2760.632,71.41
2760.756,71.49
2760.881,72.49
2761.006,75.08
2761.131,77.09
2761.256,78.3
2761.381,78.73
2761.506,78.13
2761.631,77.02
2761.756,75.5
2761.88,73.3
2762.005,70.08
2762.13,68.41
2762.255,68.01
2762.38,68.5
2762.505,69.62
2762.63,69.9
2762.755,69.43
2762.88,68.57
2763.004,67.62
2763.129,67.43
2763.254,67.58
2763.379,67.73
2763.504,67.71
2763.629,67.62
2763.754,67.63
2763.879,67.83
2764.004,68.2
2764.128,68.46
2764.253,68.75
2764.378,69.35
